protein1	protein2
CNTRL	FGFR1
CNTRL	FGFR2
CNTRL	FGFR3
CNTRL	FGFR4
CNTRL	FYN
CNTRL	ITK
CNTRL	LCK
CNTRL	MAP3K4
CNTRL	MAPK6
CNTRL	PDPK1
CNTRL	RET
CNTRL	SYK
CNTRL	TEC
CNTRL	TXK
CNTROB	DAPK1
CNTROB	LATS1
CNTROB	LATS2
COA1	STK4
COA3	EGFR
COA7	PAK5
COASY	LRRK2
COASY	LYN
COASY	RPS6KB2
COASY	SRC
COASY	SYK
COBLL1	SRC
COBLL1	TLK2
COBL	SRC
COG1	EGFR
COG1	NTRK1
COG2	MAPK8
COG2	NTRK1
COG3	NTRK1
COG4	EGFR
COG4	NTRK1
COG4	PDK1
COG5	EGFR
COG5	NEK7
COG5	NTRK1
COG5	RAF1
COG5	RET
COG5	TAF1
COG5	TESK1
COG6	EGFR
COG6	NEK6
COG7	EGFR
COG7	NEK7
COG7	NTRK1
COIL	CSNK2A2
COIL	LRRK2
COIL	VRK1
COIL	VRK2
COL10A1	FYN
COL11A1	DDR1
COL11A1	FYN
COL11A2	DDR2
COL11A2	FYN
COL11A2	TK1
COL12A1	FYN
COL13A1	FYN
COL14A1	FYN
COL15A1	FYN
COL16A1	FYN
COL17A1	EGFR
COL17A1	FYN
COL1A1	BTK
COL1A1	EGFR
COL1A1	FYN
COL1A1	PAK1
COL1A1	SYK
COL1A2	EGFR
COL1A2	FYN
COL20A1	FYN
COL27A1	FYN
COL2A1	DDR1
COL2A1	FYN
COL3A1	DDR1
COL3A1	DDR2
COL3A1	FYN
COL4A1	FYN
COL4A2	CSNK2B
COL4A2	FYN
COL4A2	TK1
COL4A3BP	CSNK1G2
COL4A3BP	MARK2
COL4A3BP	NEK4
COL4A3BP	PRKAR1A
COL4A3	FYN
COL4A3	PTK2
COL4A4	FYN
COL4A5	FYN
COL4A5	PDK1
COL4A5	TAF1
COL4A5	TK1
COL4A6	FYN
COL5A1	CSNK2A2
COL5A1	FYN
COL5A1	TGM2
COL5A2	DDR1
COL5A2	FYN
COL5A2	TGM2
COL5A3	FYN
COL5A3	NEK4
COL6A1	FYN
COL6A2	FYN
COL6A3	FYN
COL6A3	NEK4
COL8A1	FYN
COL8A2	FYN
COL9A1	FYN
COL9A2	FYN
COL9A3	EGFR
COL9A3	FYN
COLEC10	PGK1
COLEC10	PRPS1
COLGALT1	LRRK2
COLGALT1	NTRK1
COLGALT1	TGM2
COLQ	MUSK
COMMD2	LRRK2
COMMD2	RET
COMMD4	RET
COMT	AKT1
COMT	CDK2
COMT	CDK4
COMT	FLT1
COMT	GSK3B
COMT	IGF1R
COMT	ILK
COMT	MAP4K3
COMT	PAK6
COMT	PAPSS1
COMT	PCK1
COMT	PDK3
COMT	PTK2
COMT	TRRAP
COP1	DCAF1
COP1	STK40
COP1	TRIB1
COP1	TRIB2
COP1	TRIB3
COPA	EGFR
COPA	FGFR1
COPA	LRRK2
COPA	NTRK1
COPA	PIK3R1
COPA	STK4
COPA	TAF1
COPB1	EPHA1
COPB1	LRRK2
COPB1	NTRK1
COPB1	PDGFRB
COPB1	PRKCE
COPB1	PRKCZ
COPB1	RIPK4
COPB1	STK4
COPB2	ILK
COPB2	LRRK2
COPB2	NTRK1
COPB2	PIK3C3
COPB2	PRKAB1
COPB2	PRKCE
COPB2	TNIK
COPE	LRRK2
COPE	NTRK1
COPG1	ILK
COPG1	LRRK2
COPG1	NTRK1
COPG1	SRC
COPG1	STK4
COPG2	LRRK2
COPG2	NEK6
COPG2	NTRK1
COPRS	NEK4
COPS2	CSNK2A1
COPS2	GRK5
COPS2	IKBKE
COPS2	LRRK2
COPS2	MAP3K10
COPS2	MAPK8
COPS2	PRKD1
COPS2	TAF1
COPS3	DCAF1
COPS3	IKBKB
COPS3	LRRK2
COPS3	NTRK1
COPS3	SRC
COPS3	STK11
COPS3	TAF1
COPS4	CSNK2A1
COPS4	DCAF1
COPS4	GRK5
COPS4	IKBKB
COPS4	LRRK2
COPS4	NTRK1
COPS4	SRC
COPS4	STK11
COPS5	CSNK2A1
COPS5	DAPK1
COPS5	DCAF1
COPS5	ERN1
COPS5	IKBKB
COPS5	MAP2K2
COPS5	MAP3K11
COPS5	MAP3K3
COPS5	MAP3K7
COPS5	MAP4K3
COPS5	MAP4K5
COPS5	MAPK14
COPS5	NRBP1
COPS5	NTRK1
COPS5	PHKA2
COPS5	PRKD1
COPS5	RAF1
COPS5	TAF1
COPS5	TYK2
COPS5	WNK1
COPS6	DCAF1
COPS6	FYN
COPS6	LRRK2
COPS6	MAP3K1
COPS6	MAPK1
COPS6	MAPK6
COPS6	MAPKAPK3
COPS6	NTRK1
COPS6	PFKL
COPS6	PHKA2
COPS6	STK40
COPS6	TAF1
COPS6	TK1
COPS6	TRIB3
COPS7A	CSNK2A1
COPS7A	DCAF1
COPS7A	GRK5
COPS7A	IKBKB
COPS7A	PRKAR2B
COPS7A	PRKD1
COPS7A	RAF1
COPS7B	DCAF1
COPS8	DCAF1
COPS8	PINK1
COPZ1	LRRK2
COPZ1	SCYL2
COQ3	COQ8A
COQ3	COQ8B
COQ5	COQ8A
COQ5	COQ8B
COQ5	PDK1
COQ6	COQ8A
COQ6	COQ8B
COQ7	COQ8A
COQ7	COQ8B
CORO1A	NEK2
CORO1B	IKBKE
CORO1B	PHKB
CORO1B	PRKCA
CORO1B	SRC
CORO1C	DAPK1
CORO1C	MAP3K3
CORO1C	NEK2
CORO1C	NEK4
CORO1C	PHKB
CORO1C	RIPK3
CORO1C	SRC
CORO7	NTRK1
CORO7	SRC
COTL1	IKBKE
COTL1	PRKAB1
COX10	NEK4
COX20	RIPK4
COX4I1	IKBKE
COX4I1	JAK3
COX4I1	PDK1
COX4I1	TAF1
COX5A	RIPK1
COX5B	PDK1
COX6A1	TAF1
COX6C	LRRK2
COX7A2L	TAF1
COX7C	TAF1
CPA4	PDPK1
CPA4	PLK2
CPA5	NEK4
CP	CDK2
CPD	NTRK1
CPD	PTK2
CPD	TK1
CPEB3	FGR
CPEB3	TNIK
CPE	PRKAA1
CPLANE1	PAK1
CPLANE1	SRPK2
CPLX1	DYRK1A
CPLX3	LRRK1
CPM	GAK
CPNE1	MAP2K1
CPNE1	NTRK1
CPNE1	SRC
CPNE3	ERBB2
CPNE3	LRRK2
CPNE3	NTRK1
CPNE4	MAP2K1
CPNE6	MAPK11
CPNE6	TK1
CPNE7	CSNK2B
CPNE7	PKLR
CPNE9	NEK4
CPOX	LRRK2
CP	PKM
CP	PTK2
CPS1	FASTKD3
CPS1	PTK2
CPS1	RAF1
CPS1	RIOK1
CPS1	TK1
CPSF1	ICK
CPSF1	NEK4
CPSF1	NTRK1
CPSF1	WNK1
CPSF2	NTRK1
CPSF3	NTRK1
CPSF3	SRC
CPSF4	JMJD6
CPSF4	MARK3
CPSF4	NEK4
CPSF4	TAF1
CPSF6	AKT1
CPSF6	AKT2
CPSF6	AKT3
CPSF6	BTK
CPSF6	CSNK2A1
CPSF6	FGFR1
CPSF6	FGFR2
CPSF6	FGFR3
CPSF6	FGFR4
CPSF6	FYN
CPSF6	IKBKE
CPSF6	ITK
CPSF6	JMJD6
CPSF6	LCK
CPSF6	LRRK2
CPSF6	NEK4
CPSF6	NTRK1
CPSF6	PAK2
CPSF6	PDPK1
CPSF6	SRPK2
CPSF6	SYK
CPSF6	TEC
CPSF6	TXK
CPSF7	CSNK2A1
CPSF7	GAK
CPSF7	JMJD6
CPSF7	LRRK2
CPSF7	NTRK1
CPSF7	RIOK1
CPSF7	SRPK2
CPT1A	LYN
CPT1A	NTRK1
CPT1A	PCK1
CPT2	ALK
CPT2	CSNK2A1
CPT2	CSNK2B
CPT2	PIK3CA
CPT2	PIK3R1
CPTP	LRRK2
CPVL	EGFR
CPVL	LATS2
CPVL	MAP3K3
CPXM1	MAPK3
CR2	TAF1
CRABP2	LRRK2
CRADD	MAP2K7
CRADD	MAP3K14
CRADD	MAP4K2
CRADD	MAP4K3
CRADD	MAP4K4
CRADD	MAPK14
CRADD	PIK3CA
CRADD	PIK3CB
CRADD	PIK3CD
CRADD	PIK3CG
CRADD	PRKCA
CRADD	PRKCB
CRADD	PRKCD
CRADD	PRKCE
CRADD	PRKCG
CRADD	PRKCH
CRADD	PRKCQ
CRADD	RIPK1
CRADD	TAF1
CRAMP1	CSNK1D
CRB1	DGKG
CRB1	PRKAR1A
CRB1	TTN
CRBN	CSNK1A1
CRBN	MAP3K7
CRBN	PAK5
CRBN	PDK1
CRBN	PRKAA1
CRBN	TAF1
CRBN	TNIK
CRCP	NEK4
CRCT1	EGFR
CREB1	ACVR2A
CREB1	ALDH18A1
CREB1	BRAF
CREB1	CAMK2D
CREB1	CDKN2C
CREB1	DGKG
CREB1	DYRK1A
CREB1	EPHA2
CREB1	ERBB4
CREB1	FLT1
CREB1	GAK
CREB1	GRK6
CREB1	GSK3A
CREB1	GSK3B
CREB1	IKBKB
CREB1	LMTK2
CREB1	MAP3K11
CREB1	MAP3K13
CREB1	MAP3K7
CREB1	MAPK10
CREB1	MAPK11
CREB1	MAPK14
CREB1	MAPKAPK2
CREB1	MAPKAPK5
CREB1	MARK2
CREB1	MARK3
CREB1	NTRK2
CREB1	NTRK3
CREB1	PAK1
CREB1	PAK3
CREB1	PASK
CREB1	PCK1
CREB1	PLK4
CREB1	PRKAA1
CREB1	PRKACA
CREB1	PRKCH
CREB1	PRKG1
CREB1	PSKH1
CREB1	RBKS
CREB1	RIPK4
CREB1	RPS6KA1
CREB1	RPS6KA2
CREB1	RPS6KA3
CREB1	RPS6KA4
CREB1	RPS6KA5
CREB1	SGK1
CREB1	SIK1
CREB1	SIK2
CREB1	STK16
CREB1	STK19
CREB1	TAF1
CREB1	TEX14
CREB1	TLK1
CREB1	TRIB1
CREB1	ULK2
CREB3L1	PRKAB2
CREB3L3	CSNK2A1
CREB3L3	GSK3B
CREB3	TGM2
CREBBP	CDK1
CREBBP	CDK4
CREBBP	CSK
CREBBP	CSNK2A1
CREBBP	CSNK2A2
CREBBP	DYRK1A
CREBBP	DYRK1B
CREBBP	EGFR
CREBBP	FGFR1
CREBBP	GAK
CREBBP	GCK
CREBBP	HCK
CREBBP	HIPK2
CREBBP	IKBKB
CREBBP	KIT
CREBBP	LYN
CREBBP	MAP3K5
CREBBP	MAPK10
CREBBP	MAPK1
CREBBP	MAPK3
CREBBP	MKNK1
CREBBP	NLK
CREBBP	PCK1
CREBBP	PRKCD
CREBBP	RPS6KA3
CREBBP	RPS6KA5
CREBBP	SGK1
CREBBP	SRC
CREBBP	TRIB3
CREBBP	WNK1
CREBL2	TAF1
CREBZF	TAF1
CREG1	TAF1
CRELD1	MAP3K1
CRELD2	CSNK2B
CRELD2	GSK3B
CRELD2	MAPK6
CRELD2	PLK1
CRELD2	TK1
CREM	CSNK1A1
CREM	CSNK2A1
CREM	CSNK2A2
CREM	GSK3A
CREM	GSK3B
CREM	MAPK3
CREM	MKNK1
CREM	PRKACA
CREM	PRKCA
CRHBP	TAF1
CRH	CDK2
CRH	GRK2
CRH	PCK1
CRH	PTK2
CRHR1	GRK2
CRHR1	PTK2
CRHR1	SRPK1
CRIP2	PRKG1
CRIP2	TK1
CRIPT	TAF1
CRK	BRAF
CRK	EGFR
CRK	EPHB6
CRK	ERBB2
CRK	ERBB3
CRK	ERBB4
CRK	FASTK
CRK	FER
CRK	FGFR1
CRK	FLT3
CRK	FYN
CRK	IGF1R
CRK	INSR
CRK	KIT
CRKL	EGFR
CRKL	EPHB6
CRKL	ERBB2
CRKL	ERBB3
CRKL	ERBB4
CRKL	FGFR1
CRKL	FLT1
CRKL	FLT3
CRKL	FYN
CRKL	HCK
CRKL	IGF1R
CRKL	INSR
CRKL	KIT
CRKL	LRRK2
CRKL	LYN
CRKL	MAP3K1
CRKL	MAP3K7
CRKL	MAP4K1
CRKL	MAP4K5
CRKL	MAPK8
CRKL	NTRK1
CRKL	PDGFRA
CRKL	PDGFRB
CRKL	PIK3R1
CRKL	PRAG1
CRKL	SRC
CRKL	TAF1
CRKL	TNK2
CRKL	ZAP70
CRK	MAP2K4
CRK	MAP3K1
CRK	MAP3K7
CRK	MAP4K1
CRK	MAP4K5
CRK	MAPK8
CRK	MET
CRK	NTRK1
CRK	PDGFRA
CRK	PIK3C2G
CRK	PIK3R1
CRK	PTK2B
CRK	PTK2
CRK	RET
CRK	TNK2
CRK	TTBK2
CRK	TXK
CRLF2	JAK2
CRLS1	PINK1
CRMP1	MAP3K20
CRMP1	NTRK1
CRMP1	ROCK1
CRMP1	RPS6KA5
CRMP1	SRC
CRMP1	TK1
CRNKL1	NTRK1
CROT	DGKG
CROT	TAF1
CROT	TTN
CRP	MAPK3
CRTC1	MAP3K1
CRTC1	SRPK2
CRTC2	KSR1
CRTC2	PRKAA1
CRTC2	SIK1
CRTC2	SIK2
CRTC2	SIK3
CRTC3	KSR1
CRTC3	MAPK8
CRTC3	SCYL1
CRX	AMHR2
CRX	CAMK2A
CRX	CASK
CRX	DMPK
CRX	ERBB4
CRX	MERTK
CRX	MYO3B
CRX	PRKAB2
CRX	PRKAG1
CRX	RPS6KA3
CRX	SRPK2
CRY1	CSNK1D
CRY1	CSNK1E
CRY1	CSNK2B
CRY1	JAK3
CRY2	CSNK1D
CRY2	CSNK1E
CRY2	NADK
CRY2	STK11
CRYAB	IKBKB
CRYAB	MAP3K5
CRYAB	PI4KA
CRYAB	PRKAG3
CRYAB	TTN
CRYBG1	GSK3A
CRYBG1	HIPK3
CRYBG3	GSK3B
CRYBG3	PRKAR2B
CRYBG3	TSSK1B
CRYZ	CSNK2A2
CRYZ	IKBKE
CRYZL1	TAF1
CRYZ	PFKP
CSAD	GSK3B
CSAD	TK1
CSAG1	SRPK1
CSAG1	SRPK2
CSDC2	PIK3R1
CSDE1	LRRK2
CSDE1	NTRK1
CSDE1	PAK2
CSDE1	PIK3R1
CSDE1	PRKAB1
CSDE1	RIOK1
CSDE1	TAF1
CSDE1	WNK1
CSE1L	EGFR
CSE1L	LRRK2
CSE1L	MAPK6
CSE1L	NTRK1
CSE1L	PGK1
CSE1L	RIOK1
CSE1L	STK4
CSE1L	TAF1
CSF1	CSF1R
CSF1	PTK2
CSF1	TK1
CSF2	AKT1
CSF2	JAK2
CSF2	MAPK1
CSF2	MAPK3
CSF2	PRKACA
CSF2	PRKACB
CSF2	PRKACG
CSF2	PTK2
CSF2RA	IKBKB
CSF2RA	JAK2
CSF2RA	KIT
CSF2RA	LYN
CSF2RB	FES
CSF2RB	FYN
CSF2RB	HCK
CSF2RB	JAK2
CSF2RB	KDR
CSF2RB	KIT
CSF2RB	LCK
CSF2RB	LYN
CSF2RB	PIK3CA
CSF2RB	PIK3R1
CSF2RB	SYK
CSF2	TK1
CSF3	ABL1
CSF3	AKT1
CSF3	AURKC
CSF3	BCR
CSF3	BUB1B
CSF3	CDK1
CSF3	CDK2
CSF3	CDK6
CSF3	EGFR
CSF3	EIF2AK2
CSF3	GALK1
CSF3	GALK2
CSF3	GCK
CSF3	HK1
CSF3	HK2
CSF3	IDNK
CSF3	KHK
CSF3	KIT
CSF3	LRRK1
CSF3	MAP2K2
CSF3	MAPK11
CSF3	MKNK1
CSF3	PAK2
CSF3	PGK1
CSF3	PRKCD
CSF3	PRPS2
CSF3	PTK2
CSF3R	GSK3B
CSF3R	HCK
CSF3	RIPK1
CSF3R	JAK2
CSF3R	LCK
CSF3	RPS6KB2
CSF3	SPEG
CSKMT	STK16
CS	LRRK2
CSMD2	FYN
CSMD3	NEK4
CSN1S1	CSNK2A1
CSN1S1	CSNK2B
CSN1S1	PLK1
CSN1S1	STK4
CSN1S1	TTBK1
CSN2	CSNK2A1
CSN2	CSNK2B
CSN2	FAM20C
CSN2	NEK1
CSN2	NEK2
CSN2	NEK3
CSN2	NEK9
CSN2	PLK1
CSN3	CSNK2A2
CS	NTRK1
CSPG4	FGFR3
CSPG4	PTK2
CSPG4	TNK2
CSPG5	ERBB3
CSPP1	LATS2
CSPP1	PLK4
CSPP1	RET
CSRP1	EGFR
CSRP1	TAF1
CSRP2	LRRK2
CSRP2	STK4
CS	SGK1
CST1	MAP2K6
CST3	DGKG
CST3	FAM20C
CST3	TTN
CST6	GSK3B
CST7	STK32A
CSTA	EGFR
CSTB	LRRK2
CSTF1	LRRK2
CSTF1	PLK2
CSTF2	MKNK2
CSTF2	TAF1
CSTF2T	MAPK3
CSTF3	DAPK3
CSTF3	EGFR
CSTF3	IKBKE
CSTF3	LRRK2
CSTF3	NTRK1
CTAG1A	HCK
CTAG1A	TRIB3
CTAG1B	HCK
CTAG1B	TRIB3
CTBP1	EGFR
CTBP1	LRRK2
CTBP1	NTRK1
CTBP2	DYRK1B
CTBP2	EGFR
CTBP2	LRRK2
CTBP2	NEK6
CTBP2	PRKAA2
CTCFL	EGFR
CTDNEP1	PDGFRB
CTDNEP1	TGFBR2
CTDP1	ATR
CTDP1	CHEK1
CTDP1	GRK5
CTDP1	GTF2F1
CTDP1	PRKDC
CTDP1	STK38
CTDP1	TAF1
CTDSP1	FGFR2
CTDSP1	GTF2F1
CTDSP1	ITPKB
CTDSP1	TYRO3
CTDSP2	EPHA1
CTDSP2	EPHA3
CTDSP2	INSRR
CTDSP2	PTK7
CTDSP2	TYRO3
CTDSPL2	PDIK1L
CTDSPL2	STK35
CTDSPL	FGFR2
CTF1	TAF1
CTH	PFKM
CTLA4	FYN
CTLA4	PIK3R1
CTLA4	TXK
CTNNA1	EGFR
CTNNA1	EPHA2
CTNNA1	FER
CTNNA1	FGFR1
CTNNA1	GSK3A
CTNNA1	IGF1R
CTNNA1	ILK
CTNNA1	LRRK2
CTNNA1	MET
CTNNA1	NEK4
CTNNA1	NTRK1
CTNNA1	PIK3CA
CTNNA1	PIK3R1
CTNNA1	RYK
CTNNA1	SRC
CTNNA1	TGM2
CTNNA2	EGFR
CTNNA2	NTRK1
CTNNA3	RPS6KA5
CTNNAL1	NEK1
CTNNB1	CAMK4
CTNNB1	CDK4
CTNNB1	CDKN2A
CTNNB1	EGFR
CTNNB1	ERBB2
CTNNB1	ERBB3
CTNNB1	FER
CTNNB1	FGFR1
CTNNB1	FYN
CTNNB1	GSK3A
CTNNB1	GSK3B
CTNNB1	IGF1R
CTNNB1	IKBKB
CTNNB1	ILK
CTNNB1	KDR
CTNNB1	LATS2
CTNNB1	MAP3K2
CTNNB1	MAPK6
CTNNB1	MAPK8
CTNNB1	MAPK9
CTNNB1	MET
CTNNB1	NEK2
CTNNB1	NLK
CTNNB1	NTRK1
CTNNB1	PFKP
CTNNB1	PIK3CA
CTNNB1	PIK3R1
CTNNB1	PKM
CTNNB1	PLK1
CTNNB1	PRKCA
CTNNB1	PRKCG
CTNNB1	PTK7
CTNNB1	RET
CTNNB1	RYK
CTNNB1	SGK1
CTNNB1	SPEG
CTNNB1	STK39
CTNNB1	STK4
CTNNB1	TGFBR1
CTNNB1	TGM2
CTNNB1	TNIK
CTNNB1	TRIB2
CTNNB1	WNK1
CTNNB1	YES1
CTNNBL1	LRRK2
CTNNBL1	SRPK2
CTNNBL1	TBK1
CTNND1	EGFR
CTNND1	EPHA2
CTNND1	FER
CTNND1	FGFR1
CTNND1	FYN
CTNND1	GSK3B
CTNND1	IGF1R
CTNND1	LCK
CTNND1	LRRK2
CTNND1	MET
CTNND1	NTRK1
CTNND1	PIK3CA
CTNND1	PIK3R1
CTNND1	RET
CTNND1	RIPK3
CTNND1	YES1
CTNND2	EGFR
CTNND2	FYN
CTNND2	LCK
CTPS1	IKBKE
CTPS1	LRRK2
CTPS1	NTRK1
CTPS1	PRKAB1
CTPS2	NTRK1
CTPS2	PRKDC
CTR9	GRK2
CTR9	NTRK1
CTRB1	NEK6
CTRC	PHKG1
CTSB	BCR
CTSB	HIPK4
CTSB	STK11
CTSC	MAPK8
CTSC	TAF1
CTSD	EGFR
CTSD	ILK
CTSD	LRRK2
CTSD	MAPK1
CTSD	PTK2
CTSK	FGFR3
CTSL	DGKG
CTSL	TTN
CTSV	PLK2
CTSV	SRC
CTSZ	PLK2
CTTNBP2NL	NEK4
CTTNBP2NL	NTRK1
CTTNBP2NL	STK24
CTTNBP2NL	STK25
CTTNBP2NL	STK26
CTTNBP2	STK24
CTTNBP2	STK25
CTTNBP2	STK26
CTTN	EGFR
CTTN	FER
CTTN	FN3K
CTTN	GAK
CTTN	LRRK2
CTTN	MAPK14
CTTN	MAPK1
CTTN	MET
CTTN	MYLK
CTTN	NAGK
CTTN	NTRK1
CTTN	PAK1
CTTN	PAK2
CTTN	PDK2
CTTN	PGK1
CTTN	PIK3C2A
CTTN	PRKACA
CTTN	PRKAG1
CTTN	PRPSAP2
CTTN	PTK2
CTTN	SRC
CTTN	STK38L
CTTN	SYK
CTTN	TNK2
CTTN	YES1
CUEDC1	LRRK2
CUEDC1	MAP3K1
CUEDC2	IKBKB
CUEDC2	MAPK1
CUEDC2	MAPK3
CUL1	AURKA
CUL1	DCAF1
CUL1	HIPK2
CUL1	IKBKB
CUL1	IKBKE
CUL1	IRAK1
CUL1	JAK2
CUL1	KDR
CUL1	LRRK2
CUL1	NLK
CUL1	NTRK1
CUL1	NUAK1
CUL1	PHKA2
CUL1	RIPK4
CUL1	TBK1
CUL1	TRRAP
CUL2	LRRK2
CUL2	MKNK2
CUL2	NTRK1
CUL2	PHKA2
CUL2	PLK1
CUL2	TAF1
CUL3	DAPK1
CUL3	LRRK2
CUL3	NTRK1
CUL3	PHKA2
CUL3	PIK3R1
CUL3	PRKACA
CUL3	WNK4
CUL4A	DCAF1
CUL4A	GRK5
CUL4A	IP6K1
CUL4A	LATS1
CUL4B	DCAF1
CUL4B	EGFR
CUL4B	GRK5
CUL4B	LRRK2
CUL4B	NTRK1
CUL5	DCAF1
CUL5	ERBB2
CUL5	LRRK2
CUL5	NTRK1
CUL5	PHKA2
CUL5	PRKACA
CUL5	TAF1
CUL5	TGFBR1
CUL7	LATS2
CUL7	MAP4K1
CUL7	MAPK11
CUL7	MAPK14
CUL7	STK4
CUL9	SRC
CUTA	TAF1
CUTC	PIM2
CUX1	ACVR2A
CUX1	ADCK1
CUX1	AK8
CUX1	AK9
CUX1	AKT1
CUX1	AKT2
CUX1	AKT3
CUX1	BTK
CUX1	CAMK2D
CUX1	CDK19
CUX1	DGKB
CUX1	DYRK2
CUX1	EPHA3
CUX1	FGFR1
CUX1	FGFR2
CUX1	FGFR3
CUX1	FGFR4
CUX1	FYN
CUX1	GCK
CUX1	INSRR
CUX1	IRAK1
CUX1	ITK
CUX1	LCK
CUX1	MARK1
CUX1	MYT1
CUX1	NTRK1
CUX1	OBSCN
CUX1	PAK3
CUX1	PDPK1
CUX1	PRKAG1
CUX1	RIPK4
CUX1	SRPK2
CUX1	SYK
CUX1	TEC
CUX1	TLK1
CUX1	TRIB2
CUX1	TRPM7
CUX1	TSSK3
CUX1	TXK
CUX1	UCKL1
CUX1	WNK1
CWC15	LRRK1
CWC15	LRRK2
CWC15	PCK2
CWC15	PRKCD
CWC22	GRK5
CWC22	NTRK1
CWC25	KSR1
CWC27	PRKDC
CWC27	SCYL1
CWC27	TAF1
CWF19L2	NTRK1
CX3CL1	CDK2
CX3CL1	PCK1
CX3CL1	PTK2
CXADR	SRC
CXCL10	CAMK2A
CXCL10	CSNK1A1
CXCL10	IKBKB
CXCL10	MAP2K3
CXCL10	MAP2K6
CXCL10	MAPK1
CXCL10	MAPK3
CXCL10	PRKCA
CXCL10	PRKCB
CXCL10	PRKCD
CXCL10	PRKCG
CXCL10	PTK2B
CXCL10	PTK2
CXCL11	CAMK2A
CXCL11	CSNK1A1
CXCL11	LRRK2
CXCL11	MAP2K3
CXCL11	MAP2K6
CXCL11	MAPK1
CXCL11	MAPK3
CXCL11	PRKCA
CXCL11	PRKCB
CXCL11	PRKCD
CXCL11	PRKCG
CXCL11	PTK2B
CXCL11	PTK2
CXCL12	AKT1
CXCL12	LCK
CXCL12	PIK3CA
CXCL12	PIK3CB
CXCL12	PIK3CG
CXCL12	PIK3R1
CXCL12	PTK2B
CXCL12	PTK2
CXCL13	CAMK2A
CXCL13	CSNK1A1
CXCL13	MAPK1
CXCL13	MAPK3
CXCL13	PRKCA
CXCL13	PRKCB
CXCL13	PRKCD
CXCL13	PRKCG
CXCL13	PTK2B
CXCL13	PTK2
CXCL1	HIPK2
CXCL2	AKT1
CXCL2	MAPK1
CXCL2	MAPK3
CXCL2	PIK3R1
CXCL2	PTK2
CXCL2	RPS6KA3
CXCL6	HK3
CXCL6	SYK
CXCL8	AKT1
CXCL8	ALPK1
CXCL8	ALPK2
CXCL8	BTK
CXCL8	CAMK2B
CXCL8	CDK5R1
CXCL8	CDKN2A
CXCL8	DYRK1A
CXCL8	EGFR
CXCL8	EPHB2
CXCL8	ERBB2
CXCL8	FGFR1
CXCL8	HCK
CXCL8	IKBKE
CXCL8	INSR
CXCL8	JAK3
CXCL8	KALRN
CXCL8	LCK
CXCL8	MAPK1
CXCL8	MAPK3
CXCL8	MERTK
CXCL8	MLKL
CXCL8	MYLK3
CXCL8	NEK7
CXCL8	NRK
CXCL8	PCK1
CXCL8	PGK1
CXCL8	PIK3CA
CXCL8	PIK3CB
CXCL8	PIK3CG
CXCL8	PKM
CXCL8	PRAG1
CXCL8	PRKACB
CXCL8	PTK2
CXCL8	RPS6KA2
CXCL8	SYK
CXCL8	TAF1
CXCL8	TK1
CXCL8	TTN
CXCL8	ZAP70
CXCL9	CAMK2A
CXCL9	CDK5R1
CXCL9	CSNK1A1
CXCL9	MAP2K3
CXCL9	MAP2K6
CXCL9	MAPK1
CXCL9	MAPK3
CXCL9	PRKCA
CXCL9	PRKCB
CXCL9	PRKCD
CXCL9	PRKCG
CXCL9	PTK2B
CXCL9	PTK2
CXCR1	CDK5R1
CXCR1	JAK3
CXCR1	PIK3CA
CXCR1	PIK3CB
CXCR1	PTK2
CXCR2	CDK5R1
CXCR2	JAK3
CXCR2	PIK3CA
CXCR2	PIK3CB
CXCR2	PTK2
CXCR3	CAMK2A
CXCR3	CDK5R1
CXCR3	CSNK1A1
CXCR3	MAP2K3
CXCR3	MAP2K6
CXCR3	MAPK1
CXCR3	MAPK3
CXCR3	PRKCA
CXCR3	PRKCB
CXCR3	PRKCD
CXCR3	PRKCG
CXCR3	PTK2B
CXCR3	PTK2
CXCR4	CDK5R1
CXCR4	GRK3
CXCR4	LCK
CXCR4	NTRK3
CXCR4	PIK3CA
CXCR4	PIK3CG
CXCR4	PIK3R1
CXCR4	PTK2
CXCR5	CDK5R1
CXCR5	PTK2
CXCR5	ROCK2
CXCR6	NTRK1
CXCR6	STK11
CXXC1	PRPS1
CXXC1	SRC
CXXC1	TAF1
CYB561D2	TAF1
CYB5B	TAF1
CYB5D2	HCK
CYB5D2	POMK
CYB5R3	LRRK2
CYB5R3	PLK1
CYB5R3	PRKAB1
CYBA	TAF1
CYC1	LRRK2
CYC1	NTRK1
CYCS	IKBKE
CYCS	LRRK2
CYCS	PRKAB1
CYCS	PTK2
CYCS	TNIK
CYFIP1	LRRK2
CYFIP1	MARK4
CYFIP1	NTRK1
CYFIP1	PIK3C2A
CYFIP1	PRKCI
CYFIP1	ROCK2
CYFIP1	RYK
CYFIP2	LRRK2
CYFIP2	MARK4
CYFIP2	NTRK1
CYFIP2	PRKCI
CYLC2	EGFR
CYLC2	ERBB2
CYLC2	MAP2K4
CYLC2	STK11
CYLD	CHUK
CYLD	EGFR
CYLD	IKBKB
CYLD	IKBKE
CYLD	LATS2
CYLD	MAP3K7
CYLD	PHKA2
CYLD	PLK1
CYLD	RIPK1
CYLD	RIPK2
CYLD	TBK1
CYP11A1	CDK2
CYP11A1	PCK1
CYP11A1	PTK2
CYP17A1	ERBB2
CYP17A1	IGF1R
CYP17A1	PTK2
