protein1	protein2
PSEN2	EPHB2
PSEN2	EPHB3
PSEN2	EPHB4
PSEN2	EPHB6
PSEN2	ERBB4
PSEN2	ERN1
PSEN2	PTK2
PSENEN	EPHB1
PSENEN	EPHB2
PSENEN	EPHB3
PSENEN	EPHB4
PSENEN	EPHB6
PSENEN	ERBB4
PSMA1	ACVR1B
PSMA1	ACVR1
PSMA1	ACVR2A
PSMA1	ACVR2B
PSMA1	ACVRL1
PSMA1	AMHR2
PSMA1	BMPR1A
PSMA1	BMPR1B
PSMA1	BMPR2
PSMA1	BUB1B
PSMA1	CDK1
PSMA1	CDK2
PSMA1	CSNK1A1
PSMA1	GSK3B
PSMA1	MAP3K14
PSMA1	TAF1
PSMA1	TGFBR1
PSMA1	TGFBR2
PSMA1	TNIK
PSMA2	ACVR1B
PSMA2	ACVR1
PSMA2	ACVR2A
PSMA2	ACVR2B
PSMA2	ACVRL1
PSMA2	AMHR2
PSMA2	BMPR1A
PSMA2	BMPR1B
PSMA2	BMPR2
PSMA2	BUB1B
PSMA2	CDK1
PSMA2	CDK2
PSMA2	CSNK1A1
PSMA2	GSK3B
PSMA2	MAP3K14
PSMA2	TGFBR1
PSMA2	TGFBR2
PSMA2	TNIK
PSMA3	ACVR1B
PSMA3	ACVR1
PSMA3	ACVR2A
PSMA3	ACVR2B
PSMA3	ACVRL1
PSMA3	AMHR2
PSMA3	BMPR1A
PSMA3	BMPR1B
PSMA3	BMPR2
PSMA3	BUB1B
PSMA3	CDK1
PSMA3	CDK2
PSMA3	CSNK1A1
PSMA3	GSK3B
PSMA3	MAP3K14
PSMA3	SRPK2
PSMA3	TAF1
PSMA3	TGFBR1
PSMA3	TGFBR2
PSMA3	TRIB3
PSMA4	ACVR1B
PSMA4	ACVR1
PSMA4	ACVR2A
PSMA4	ACVR2B
PSMA4	ACVRL1
PSMA4	AMHR2
PSMA4	BMPR1A
PSMA4	BMPR1B
PSMA4	BMPR2
PSMA4	BUB1B
PSMA4	CDK1
PSMA4	CDK2
PSMA4	CSNK1A1
PSMA4	GSK3B
PSMA4	MAP3K14
PSMA4	TGFBR1
PSMA4	TGFBR2
PSMA5	ACVR1B
PSMA5	ACVR1
PSMA5	ACVR2A
PSMA5	ACVR2B
PSMA5	ACVRL1
PSMA5	AMHR2
PSMA5	BMPR1A
PSMA5	BMPR1B
PSMA5	BMPR2
PSMA5	BUB1B
PSMA5	CDK2
PSMA5	CSNK1A1
PSMA5	GSK3B
PSMA5	MAP3K14
PSMA5	TAF1
PSMA5	TGFBR1
PSMA5	TGFBR2
PSMA6	ACVR1B
PSMA6	ACVR1
PSMA6	ACVR2A
PSMA6	ACVR2B
PSMA6	ACVRL1
PSMA6	AMHR2
PSMA6	BMPR1A
PSMA6	BMPR1B
PSMA6	BMPR2
PSMA6	BUB1B
PSMA6	CDK2
PSMA6	CSNK1A1
PSMA6	GSK3B
PSMA6	MAP3K14
PSMA6	RIPK2
PSMA6	SGK1
PSMA6	TGFBR1
PSMA6	TGFBR2
PSMA7	ACVR1B
PSMA7	ACVR1
PSMA7	ACVR2A
PSMA7	ACVR2B
PSMA7	ACVRL1
PSMA7	AMHR2
PSMA7	BMPR1A
PSMA7	BMPR1B
PSMA7	BMPR2
PSMA7	BUB1B
PSMA7	CDK1
PSMA7	CDK2
PSMA7	CSNK1A1
PSMA7	GSK3B
PSMA7	MAP3K14
PSMA7	RIPK2
PSMA7	SRPK1
PSMA7	TGFBR1
PSMA7	TGFBR2
PSMA8	BUB1B
PSMA8	CDK1
PSMA8	CSNK1A1
PSMA8	GSK3B
PSMA8	MAP3K14
PSMB10	ACVR1B
PSMB10	ACVR1
PSMB10	ACVR2A
PSMB10	ACVR2B
PSMB10	ACVRL1
PSMB10	AMHR2
PSMB10	BMPR1A
PSMB10	BMPR1B
PSMB10	BMPR2
PSMB10	BUB1B
PSMB10	CDK1
PSMB10	CDK2
PSMB10	CSNK1A1
PSMB10	GSK3B
PSMB10	MAP3K14
PSMB10	TAF1
PSMB10	TGFBR1
PSMB10	TGFBR2
PSMB11	BUB1B
PSMB11	CDK1
PSMB11	CSNK1A1
PSMB11	GSK3B
PSMB11	MAP3K14
PSMB1	ACVR1B
PSMB1	ACVR1
PSMB1	ACVR2A
PSMB1	ACVR2B
PSMB1	ACVRL1
PSMB1	AMHR2
PSMB1	BMPR1A
PSMB1	BMPR1B
PSMB1	BMPR2
PSMB1	BUB1B
PSMB1	CDK1
PSMB1	CDK2
PSMB1	CSNK1A1
PSMB1	GSK3B
PSMB1	MAP3K14
PSMB1	RIOK3
PSMB1	TAF1
PSMB1	TGFBR1
PSMB1	TGFBR2
PSMB2	ACVR1B
PSMB2	ACVR1
PSMB2	ACVR2A
PSMB2	ACVR2B
PSMB2	ACVRL1
PSMB2	AMHR2
PSMB2	BMPR1A
PSMB2	BMPR1B
PSMB2	BMPR2
PSMB2	BUB1B
PSMB2	CDK1
PSMB2	CDK2
PSMB2	CSNK1A1
PSMB2	GSK3B
PSMB2	MAP3K14
PSMB2	RIPK4
PSMB2	TGFBR1
PSMB2	TGFBR2
PSMB3	ACVR1B
PSMB3	ACVR1
PSMB3	ACVR2A
PSMB3	ACVR2B
PSMB3	ACVRL1
PSMB3	AMHR2
PSMB3	BMPR1A
PSMB3	BMPR1B
PSMB3	BMPR2
PSMB3	BUB1B
PSMB3	CDK1
PSMB3	CDK2
PSMB3	CSNK1A1
PSMB3	GSK3B
PSMB3	MAP3K14
PSMB3	TGFBR1
PSMB3	TGFBR2
PSMB4	ACVR1B
PSMB4	ACVR1
PSMB4	ACVR2A
PSMB4	ACVR2B
PSMB4	ACVRL1
PSMB4	AMHR2
PSMB4	BMPR1A
PSMB4	BMPR1B
PSMB4	BMPR2
PSMB4	BUB1B
PSMB4	CDK1
PSMB4	CDK2
PSMB4	CSNK1A1
PSMB4	GSK3B
PSMB4	MAP3K14
PSMB4	TGFBR1
PSMB4	TGFBR2
PSMB5	ACVR1B
PSMB5	ACVR1
PSMB5	ACVR2A
PSMB5	ACVR2B
PSMB5	ACVRL1
PSMB5	AMHR2
PSMB5	BMPR1A
PSMB5	BMPR1B
PSMB5	BMPR2
PSMB5	BUB1B
PSMB5	CDK1
PSMB5	CDK2
PSMB5	CSNK1A1
PSMB5	GSK3B
PSMB5	MAP3K14
PSMB5	RIPK2
PSMB5	TAF1
PSMB5	TGFBR1
PSMB5	TGFBR2
PSMB6	ACVR1B
PSMB6	ACVR1
PSMB6	ACVR2A
PSMB6	ACVR2B
PSMB6	ACVRL1
PSMB6	AMHR2
PSMB6	BMPR1A
PSMB6	BMPR1B
PSMB6	BMPR2
PSMB6	BUB1B
PSMB6	CDK1
PSMB6	CDK2
PSMB6	CSNK1A1
PSMB6	GSK3B
PSMB6	MAP3K14
PSMB6	TGFBR1
PSMB6	TGFBR2
PSMB7	ACVR1B
PSMB7	ACVR1
PSMB7	ACVR2A
PSMB7	ACVR2B
PSMB7	ACVRL1
PSMB7	AMHR2
PSMB7	BMPR1A
PSMB7	BMPR1B
PSMB7	BMPR2
PSMB7	BUB1B
PSMB7	CDK1
PSMB7	CDK2
PSMB7	CSNK1A1
PSMB7	GSK3B
PSMB7	MAP3K14
PSMB7	TAF1
PSMB7	TGFBR1
PSMB7	TGFBR2
PSMB8	ACVR1B
PSMB8	ACVR1
PSMB8	ACVR2A
PSMB8	ACVR2B
PSMB8	ACVRL1
PSMB8	AMHR2
PSMB8	BMPR1A
PSMB8	BMPR1B
PSMB8	BMPR2
PSMB8	BUB1B
PSMB8	CDK1
PSMB8	CDK2
PSMB8	CSNK1A1
PSMB8	GSK3B
PSMB8	MAP3K14
PSMB8	TAF1
PSMB8	TGFBR1
PSMB8	TGFBR2
PSMB9	ACVR1B
PSMB9	ACVR1
PSMB9	ACVR2A
PSMB9	ACVR2B
PSMB9	ACVRL1
PSMB9	AMHR2
PSMB9	BMPR1A
PSMB9	BMPR1B
PSMB9	BMPR2
PSMB9	BUB1B
PSMB9	CDK1
PSMB9	CDK2
PSMB9	CSNK1A1
PSMB9	GSK3B
PSMB9	MAP3K14
PSMB9	SRC
PSMB9	TAF1
PSMB9	TGFBR1
PSMB9	TGFBR2
PSMC1	ACVR1B
PSMC1	ACVR1
PSMC1	ACVR2A
PSMC1	ACVR2B
PSMC1	ACVRL1
PSMC1	AMHR2
PSMC1	BMPR1A
PSMC1	BMPR1B
PSMC1	BMPR2
PSMC1	BUB1B
PSMC1	CDK1
PSMC1	CDK2
PSMC1	CSNK1A1
PSMC1	GSK3B
PSMC1	MAP3K14
PSMC1	RIOK1
PSMC1	RPS6KB2
PSMC1	TGFBR1
PSMC1	TGFBR2
PSMC1	TNIK
PSMC2	ACVR1B
PSMC2	ACVR1
PSMC2	ACVR2A
PSMC2	ACVR2B
PSMC2	ACVRL1
PSMC2	AMHR2
PSMC2	BMPR1A
PSMC2	BMPR1B
PSMC2	BMPR2
PSMC2	BUB1B
PSMC2	CDK1
PSMC2	CDK2
PSMC2	CSNK1A1
PSMC2	MAP3K14
PSMC2	RPS6KB2
PSMC2	TGFBR1
PSMC2	TGFBR2
PSMC2	TNIK
PSMC3	ACVR1B
PSMC3	ACVR1
PSMC3	ACVR2A
PSMC3	ACVR2B
PSMC3	ACVRL1
PSMC3	AMHR2
PSMC3	BMPR1A
PSMC3	BMPR1B
PSMC3	BMPR2
PSMC3	BUB1B
PSMC3	CDK1
PSMC3	CDK2
PSMC3	CSNK1A1
PSMC3	GSK3B
PSMC3IP	ATM
PSMC3IP	CDK4
PSMC3	MAP3K14
PSMC3	RPS6KB2
PSMC3	TGFBR1
PSMC3	TGFBR2
PSMC4	ACVR1B
PSMC4	ACVR1
PSMC4	ACVR2A
PSMC4	ACVR2B
PSMC4	ACVRL1
PSMC4	AMHR2
PSMC4	BMPR1A
PSMC4	BMPR1B
PSMC4	BMPR2
PSMC4	BUB1B
PSMC4	CDK1
PSMC4	CDK2
PSMC4	CSNK1A1
PSMC4	GSK3B
PSMC4	MAP3K14
PSMC4	RIOK3
PSMC4	TAF1
PSMC4	TGFBR1
PSMC4	TGFBR2
PSMC5	ACVR1B
PSMC5	ACVR1
PSMC5	ACVR2A
PSMC5	ACVR2B
PSMC5	ACVRL1
PSMC5	AMHR2
PSMC5	BMPR1A
PSMC5	BMPR1B
PSMC5	BMPR2
PSMC5	BUB1B
PSMC5	CDK1
PSMC5	CDK2
PSMC5	CSNK1A1
PSMC5	GSK3B
PSMC5	MAP3K14
PSMC5	SRC
PSMC5	TAF1
PSMC5	TGFBR1
PSMC5	TGFBR2
PSMC6	BUB1B
PSMC6	CDK1
PSMC6	CDK2
PSMC6	CSNK1A1
PSMC6	GSK3B
PSMC6	MAP3K14
PSMC6	SRC
PSMD10	ACVR1B
PSMD10	ACVR1
PSMD10	ACVR2A
PSMD10	ACVR2B
PSMD10	ACVRL1
PSMD10	AMHR2
PSMD10	BMPR1A
PSMD10	BMPR1B
PSMD10	BMPR2
PSMD10	BUB1B
PSMD10	CDK1
PSMD10	CDK2
PSMD10	CSNK1A1
PSMD10	GSK3B
PSMD10	MAP3K14
PSMD10	TGFBR1
PSMD10	TGFBR2
PSMD11	ACVR1B
PSMD11	ACVR1
PSMD11	ACVR2A
PSMD11	ACVR2B
PSMD11	ACVRL1
PSMD11	AMHR2
PSMD11	BMPR1A
PSMD11	BMPR1B
PSMD11	BMPR2
PSMD11	BUB1B
PSMD11	CDK1
PSMD11	CDK2
PSMD11	CSNK1A1
PSMD11	GSK3B
PSMD11	MAP3K14
PSMD11	SRC
PSMD11	TAF1
PSMD11	TGFBR1
PSMD11	TGFBR2
PSMD12	ACVR1B
PSMD12	ACVR1
PSMD12	ACVR2A
PSMD12	ACVR2B
PSMD12	ACVRL1
PSMD12	AMHR2
PSMD12	BMPR1A
PSMD12	BMPR1B
PSMD12	BMPR2
PSMD12	BUB1B
PSMD12	CDK1
PSMD12	CDK2
PSMD12	CSNK1A1
PSMD12	GSK3B
PSMD12	MAP3K14
PSMD12	TGFBR1
PSMD12	TGFBR2
PSMD13	ACVR1B
PSMD13	ACVR1
PSMD13	ACVR2A
PSMD13	ACVR2B
PSMD13	ACVRL1
PSMD13	AMHR2
PSMD13	BMPR1A
PSMD13	BMPR1B
PSMD13	BMPR2
PSMD13	BUB1B
PSMD13	CDK1
PSMD13	CDK2
PSMD13	CSNK1A1
PSMD13	GSK3B
PSMD13	MAP3K14
PSMD13	SRC
PSMD13	SRPK2
PSMD13	TGFBR1
PSMD13	TGFBR2
PSMD13	TNIK
PSMD14	BUB1B
PSMD14	CDK1
PSMD14	CDK2
PSMD14	CSNK1A1
PSMD14	GSK3B
PSMD14	TAF1
PSMD1	ACVR1B
PSMD1	ACVR1
PSMD1	ACVR2A
PSMD1	ACVR2B
PSMD1	ACVRL1
PSMD1	AMHR2
PSMD1	BMPR1A
PSMD1	BMPR1B
PSMD1	BMPR2
PSMD1	BUB1B
PSMD1	CDK1
PSMD1	CDK2
PSMD1	CSNK1A1
PSMD1	GSK3B
PSMD1	MAP3K14
PSMD1	TGFBR1
PSMD1	TGFBR2
PSMD1	TNIK
PSMD2	ACVR1B
PSMD2	ACVR1
PSMD2	ACVR2A
PSMD2	ACVR2B
PSMD2	ACVRL1
PSMD2	AMHR2
PSMD2	BMPR1A
PSMD2	BMPR1B
PSMD2	BMPR2
PSMD2	BUB1B
PSMD2	CDK1
PSMD2	CDK2
PSMD2	CSNK1A1
PSMD2	GSK3B
PSMD2	MAP3K14
PSMD2	RAF1
PSMD2	TGFBR1
PSMD2	TGFBR2
PSMD2	TSSK6
PSMD3	ACVR1B
PSMD3	ACVR1
PSMD3	ACVR2A
PSMD3	ACVR2B
PSMD3	ACVRL1
PSMD3	AMHR2
PSMD3	BMPR1A
PSMD3	BMPR1B
PSMD3	BMPR2
PSMD3	BUB1B
PSMD3	CDK1
PSMD3	CDK2
PSMD3	CSNK1A1
PSMD3	GSK3B
PSMD3	MAP3K14
PSMD3	RIOK1
PSMD3	RPS6KB2
PSMD3	TAF1
PSMD3	TGFBR1
PSMD3	TGFBR2
PSMD4	ACVR1B
PSMD4	ACVR1
PSMD4	ACVR2A
PSMD4	ACVR2B
PSMD4	ACVRL1
PSMD4	AMHR2
PSMD4	BMPR1A
PSMD4	BMPR1B
PSMD4	BMPR2
PSMD4	BUB1B
PSMD4	CDK1
PSMD4	CDK2
PSMD4	CSNK1A1
PSMD4	GSK3B
PSMD4	MAP3K14
PSMD4	TAF1
PSMD4	TGFBR1
PSMD4	TGFBR2
PSMD5	ACVR1B
PSMD5	ACVR1
PSMD5	ACVR2A
PSMD5	ACVR2B
PSMD5	ACVRL1
PSMD5	AMHR2
PSMD5	BMPR1A
PSMD5	BMPR1B
PSMD5	BMPR2
PSMD5	BUB1B
PSMD5	CDK1
PSMD5	CDK2
PSMD5	CSNK1A1
PSMD5	GSK3B
PSMD5	MAP3K14
PSMD5	TAF1
PSMD5	TGFBR1
PSMD5	TGFBR2
PSMD6	ACVR1B
PSMD6	ACVR1
PSMD6	ACVR2A
PSMD6	ACVR2B
PSMD6	ACVRL1
PSMD6	AMHR2
PSMD6	BMPR1A
PSMD6	BMPR1B
PSMD6	BMPR2
PSMD6	BUB1B
PSMD6	CDK1
PSMD6	CDK2
PSMD6	CSNK1A1
PSMD6	GSK3B
PSMD6	MAP3K14
PSMD6	RAF1
PSMD6	SGK1
PSMD6	SRC
PSMD6	TGFBR1
PSMD6	TGFBR2
PSMD6	TNIK
PSMD7	ACVR1B
PSMD7	ACVR1
PSMD7	ACVR2A
PSMD7	ACVR2B
PSMD7	ACVRL1
PSMD7	AMHR2
PSMD7	BMPR1A
PSMD7	BMPR1B
PSMD7	BMPR2
PSMD7	BUB1B
PSMD7	CDK1
PSMD7	CDK2
PSMD7	CSNK1A1
PSMD7	GSK3B
PSMD7	MAP3K14
PSMD7	SRC
PSMD7	TAF1
PSMD7	TGFBR1
PSMD7	TGFBR2
PSMD8	ACVR1B
PSMD8	ACVR1
PSMD8	ACVR2A
PSMD8	ACVR2B
PSMD8	ACVRL1
PSMD8	AMHR2
PSMD8	BMPR1A
PSMD8	BMPR1B
PSMD8	BMPR2
PSMD8	BUB1B
PSMD8	CDK1
PSMD8	CDK2
PSMD8	CSNK1A1
PSMD8	GSK3B
PSMD8	MAP3K14
PSMD8	TAF1
PSMD8	TGFBR1
PSMD8	TGFBR2
PSMD9	ACVR1B
PSMD9	ACVR1
PSMD9	ACVR2A
PSMD9	ACVR2B
PSMD9	ACVRL1
PSMD9	AMHR2
PSMD9	BMPR1A
PSMD9	BMPR1B
PSMD9	BMPR2
PSMD9	BUB1B
PSMD9	CDK1
PSMD9	CDK2
PSMD9	CSNK1A1
PSMD9	GSK3B
PSMD9	MAP3K14
PSMD9	TAF1
PSMD9	TGFBR1
PSMD9	TGFBR2
PSME1	BUB1B
PSME1	CDK1
PSME1	CDK2
PSME1	CSNK1A1
PSME1	GSK3B
PSME1	MAP3K14
PSME1	TK1
PSME2	BUB1B
PSME2	CDK1
PSME2	CDK2
PSME2	CSNK1A1
PSME2	GSK3B
PSME2	MAP3K14
PSME3	BUB1B
PSME3	CDK1
PSME3	CDK2
PSME3	CSNK1A1
PSME3	MAP3K14
PSME3	TAF1
PSME4	BUB1B
PSME4	CDK1
PSME4	CSNK1A1
PSME4	GSK3B
PSME4	MAP3K14
PSMF1	BUB1B
PSMF1	CDK1
PSMF1	CDK2
PSMF1	CSNK1A1
PSMF1	GSK3B
PSMF1	MAP3K14
PSMF1	TAF1
PSMG1	TAF1
PSMG2	TAF1
PSPC1	RPS6KB2
PSPN	RET
PSTPIP2	STK38L
PTBP1	RIOK1
PTBP1	SRC
PTBP1	SRPK2
PTBP1	STK4
PTBP2	TAF1
PTCD1	RIOK1
PTCH1	STK36
PTDSS1	TAF1
PTEN	AKT2
PTEN	AKT3
PTEN	CDK1
PTEN	EGFR
PTEN	FYN
PTEN	GSK3B
PTEN	MAPK3
PTEN	MTOR
PTEN	PDPK1
PTEN	PTK2
PTEN	PTK7
PTEN	ROCK1
PTEN	RPS6KB1
PTEN	SRC
PTEN	STK11
PTEN	TRIO
PTEN	WEE1
PTF1A	ACVR2A
PTF1A	CASK
PTF1A	CDK6
PTF1A	COQ8B
PTF1A	CSNK1E
PTF1A	ERBB3
PTF1A	FASTK
PTF1A	ITPKC
PTF1A	NTRK1
PTF1A	OBSCN
PTF1A	PANK3
PTF1A	ROR1
PTF1A	WNK1
PTGDR2	CDK5R1
PTGDR2	PTK2
PTGDR	CDKN2A
PTGDR	CDKN2C
PTGDR	PRKACA
PTGDR	TK1
PTGDS	CAMK2G
PTGDS	CDK2
PTGDS	PDK4
PTGDS	PTK2
PTGER1	PRKACA
PTGER2	GRK2
PTGER2	PTK2
PTGER2	SRC
PTGER4	GRK2
PTGER4	PTK2
PTGER4	SRC
PTGES2	PTK2
PTGES3L-AARSD1	RAF1
PTGES3L-AARSD1	TP53RK
PTGES3L-AARSD1	TSSK6
PTGES3L-AARSD1	WNK1
PTGES3	PTK2
PTGES3	RIPK4
PTGES3	RPS6KB2
PTGES3	STK11
PTGES3	TAF1
PTGES	PTK2
PTGIR	CDK5R1
PTGIR	PRKACA
PTGIR	PTK2
PTGS1	CAMK2G
PTGS1	CDK2
PTGS1	PDK4
PTGS1	PTK2
PTGS2	CDKN2C
PTGS2	EGFR
PTGS2	MAPK1
PTGS2	MAPK3
PTGS2	PTK2
PTGS2	TK1
PTH1R	STK16
PTH2R	TAF1
PTH	CDK4
PTH	CDK5R1
PTHLH	GRK2
PTHLH	PTK2
PTH	PTK2
PTMA	PTK2
PTMA	STK26
PTN	SRC
PTN	TBRG4
PTOV1	RIPK4
PTP4A1	TAF1
PTP4A3	MAPK1
PTP4A3	MAPK3
PTPA	ARAF
PTPA	BRAF
PTPA	RAF1
PTPA	SRC
PTPA	STK26
PTPA	TAF1
PTPN11	AKT2
PTPN11	AKT3
PTPN11	BCR
PTPN11	BTK
PTPN11	CSK
PTPN11	EGFR
PTPN11	ERBB2
PTPN11	ERBB3
PTPN11	FGFR1
PTPN11	FGFR2
PTPN11	FGFR3
PTPN11	FGFR4
PTPN11	FYN
PTPN11	IKBKE
PTPN11	ITK
PTPN11	JAK1
PTPN11	JAK2
PTPN11	KIT
PTPN11	LCK
PTPN11	LYN
PTPN11	MAP2K1
PTPN11	MAP2K2
PTPN11	MAPK1
PTPN11	MAPK3
PTPN11	MET
PTPN11	PDGFRA
PTPN11	PDGFRB
PTPN11	PDPK1
PTPN11	PIK3CA
PTPN11	PIK3R1
PTPN11	PRKCZ
PTPN11	PRKG1
PTPN11	RET
PTPN11	ROR2
PTPN11	ROS1
PTPN11	SRC
PTPN11	SYK
PTPN11	TAF1
PTPN11	TBK1
PTPN11	TEC
PTPN11	TEK
PTPN11	TIE1
PTPN11	TNIK
PTPN11	TXK
PTPN12	EGFR
PTPN12	ERBB2
PTPN12	ERBB3
PTPN12	ERBB4
PTPN12	PDGFRA
PTPN12	PDGFRB
PTPN12	ROR2
PTPN12	TEC
PTPN12	TEK
PTPN12	TNK2
PTPN13	BLK
PTPN13	EPHB1
PTPN13	EPHB2
PTPN13	FGR
PTPN13	FYN
PTPN13	HCK
PTPN13	LCK
PTPN13	LYN
PTPN13	SRC
PTPN13	STK25
PTPN13	YES1
PTPN18	ERBB2
PTPN18	SRC
PTPN18	TEC
PTPN1	CSF1R
PTPN1	EGFR
PTPN1	INSR
PTPN1	JAK1
PTPN1	MET
PTPN1	PDGFRB
PTPN1	PIK3CA
PTPN1	PIK3R1
PTPN1	PTK6
PTPN1	ROS1
PTPN1	SRC
PTPN1	TAF1
PTPN20	ROR2
PTPN21	SRC
PTPN21	TEC
PTPN22	SRPK2
PTPN23	SRC
PTPN2	CSF1R
PTPN2	INSR
PTPN2	JAK1
PTPN2	JAK3
PTPN2	KDR
PTPN2	MET
PTPN2	PDGFRB
PTPN3	EGFR
PTPN3	RPS6KA1
PTPN3	ZAP70
PTPN4	TAF1
PTPN4	TK1
PTPN6	AKT1
PTPN6	AKT2
PTPN6	AKT3
PTPN6	BCR
PTPN6	FYN
PTPN6	JAK2
PTPN6	JAK3
PTPN6	KDR
PTPN6	KIT
PTPN6	LCK
PTPN6	LYN
PTPN6	PIK3CA
PTPN6	PIK3R1
PTPN6	PRKCA
PTPN6	PRKCB
PTPN6	PRKCD
PTPN6	PRKCE
PTPN6	PRKCG
PTPN6	PRKCH
PTPN6	PRKCI
PTPN6	PRKCQ
PTPN6	PRKCZ
PTPN6	ROR1
PTPN6	ROR2
PTPN6	ROS1
PTPN6	SRC
PTPN6	SYK
PTPN6	ZAP70
PTPN7	ROR2
PTPRA	FYN
PTPRA	INSR
PTPRA	SRC
PTPRB	TEC
PTPRB	TEK
PTPRCAP	TAF1
PTPRC	BCR
PTPRC	JAK1
PTPRC	JAK2
PTPRC	JAK3
PTPRC	LCK
PTPRC	LYN
PTPRC	TEC
PTPRC	TEK
PTPRC	TIE1
PTPRC	TNK2
PTPRC	TYK2
PTPRC	ZAP70
PTPRD	PTK2
PTPRE	JAK1
PTPRE	SRC
PTPRE	TYK2
PTPRF	RYK
PTPRF	TAF1
PTPRF	TGFBR2
PTPRG	TEC
PTPRG	TEK
PTPRG	TIE1
PTPRJ	KDR
PTPRJ	LCK
PTPRJ	MET
PTPRJ	PDGFRB
PTPRJ	SRC
PTPRJ	TEC
PTPRJ	TEK
PTPRJ	TIE1
PTPRJ	TNK2
PTPRK	RIPK3
PTPRK	TEC
PTPRK	TEK
PTPRK	TK1
PTPRO	NTRK3
PTPRO	TEC
PTPRO	TEK
PTPRR	RET
PTPRR	ROR1
PTPRR	ROR2
PTPRR	RYK
PTPRR	TEK
PTPRS	NTRK3
PTPRS	RYK
PTPRS	TGFBR2
PTS	TAF1
PTTG1	TAF1
PUDP	TAF1
PUM1	RIOK1
PURA	RAF1
PURA	RIOK1
PURA	SRC
PURB	RIOK1
PURB	RIPK4
PVR	RYK
PVR	SRC
PWP1	TAF1
PXN	PTK2B
PXN	PTK2
PXN	SRC
PXN	SYK
PYCARD	SYK
PYCR2	TAF1
PYCR3	ULK2
PYGL	RIPK3
PYM1	SRPK1
PYM1	VRK1
QARS	PRKAA1
QARS	PRKAA2
QARS	PRKAB1
QARS	PRKAB2
QARS	PRKAG1
QARS	PRKAG2
QARS	PRKAG3
QARS	RIOK1
QARS	SRC
QARS	STK3
QARS	TK1
QDPR	AKT1
QKI	MAP2K1
QKI	MAP2K2
QKI	MAPK1
QKI	MAPK3
QKI	RAF1
QPRT	SRC
QTRT2	TTN
RAB10	TAF1
RAB11A	TAF1
RAB11B	ARAF
RAB11B	BRAF
RAB11B	RAF1
RAB13	TGFBR1
RAB18	TAF1
RAB1A	TAF1
RAB1A	ULK1
RAB25	TGFBR1
RAB33B	TGFBR1
RAB34	TGFBR1
RAB35	RIOK1
RAB38	TGFBR1
RAB3A	TAF1
RAB3A	TNK2
RAB3B	TGFBR1
RAB3GAP2	TAF1
RAB4A	MET
RAB4B	MET
RAB5A	EGFR
RAB5A	MET
RAB5IF	TAF1
RAB6A	TGFBR2
RAB6B	TGFBR1
RAB6B	TGFBR2
RAB8A	STK4
RAB8A	TAF1
RAB8B	TAF1
RABAC1	TAF1
RABEP1	SRPK2
RABEP1	TAF1
RABEPK	TAF1
RABGEF1	ROCK2
RABGEF1	TAF1
RABIF	TAF1
RAC1	AKT1
RAC1	AKT2
RAC1	AKT3
RAC1	BCR
RAC1	BTK
RAC1	FGFR1
RAC1	FGFR2
RAC1	FGFR3
RAC1	FGFR4
RAC1	ITK
RAC1	LCK
RAC1	LIMK1
RAC1	MAP2K4
RAC1	MAP2K7
RAC1	MAP3K1
RAC1	MAP3K2
RAC1	MAP3K3
RAC1	MAP3K5
RAC1	MAP3K6
RAC1	MAPK10
RAC1	MAPK11
RAC1	MAPK14
RAC1	MAPK8
RAC1	MAPK9
RAC1	PAK1
RAC1	PAK2
RAC1	PAK3
RAC1	PAK4
RAC1	PAK5
RAC1	PAK6
RAC1	PDPK1
RAC1	PIK3CA
RAC1	PKN1
RAC1	PKN3
RAC1	PRKCQ
RAC1	RPS6KB1
RAC1	SYK
RAC1	TRIO
RAC1	TXK
RAC2	AKT1
RAC2	AKT2
RAC2	AKT3
RAC2	BCR
RAC2	BTK
RAC2	FGFR1
RAC2	FGFR2
RAC2	FGFR3
RAC2	FGFR4
RAC2	ITK
RAC2	LCK
RAC2	MAP3K1
RAC2	MAP3K2
RAC2	MAP3K3
RAC2	MAP3K4
RAC2	MAP3K5
RAC2	MAP3K6
RAC2	MAPK10
RAC2	MAPK8
RAC2	MAPK9
RAC2	PAK1
RAC2	PAK2
RAC2	PAK3
RAC2	PAK5
RAC2	PAK6
RAC2	PDPK1
RAC2	PRKCQ
RAC2	SYK
RAC2	TAF1
RAC2	TEC
RAC2	TXK
RAC3	MAP3K1
RAC3	MAP3K4
RAC3	PAK3
RAC3	PRKCQ
RACGAP1	ROCK2
RACGAP1	VRK1
RACK1	CHUK
RACK1	IKBKB
RACK1	PRKCD
RACK1	PRKD1
RACK1	RAF1
RACK1	RIOK1
RACK1	RIOK3
RACK1	RIPK1
RACK1	SRC
RACK1	TAF1
RACK1	TYK2
RAD17	CHEK1
RAD1	CHEK1
RAD23A	RNASEL
RAD23A	TPK1
RAD50	CHEK1
RAD50	CHEK2
RAD50	TAF1
RAD50	TRRAP
RAD51AP1	TAF1
RAD51	BRD4
RAD51C	ATM
RAD51C	CDK4
RAD51	CDK2
RAD51D	ATM
RAD51D	ATR
RAD51D	CHEK1
RAD51	MAPK1
RAD51	MAPK3
RAD51	PCK1
RAD51	PTK2
RAD52	TTK
RAD54L	TAF1
RAD9A	CHEK1
RAD9B	CHEK1
RADX	RIPK4
RAE1	AURKB
